Date,Disease,Age Group,Admissions
2023-03-29,Diabetes,0-18,20
2023-03-29,Flu,nan,2
2023-03-29,Pneumonia,51-65,2
2023-03-29,Infections,19-35,12
2023-03-29,Diabetes,51-65,24
2023-03-29,Infections,0-18,3
2023-03-29,Pneumonia,nan,1
2023-03-29,Diabetes,0-18,16
2023-03-29,Flu,66+,12
2023-03-29,Diabetes,19-35,15
2023-03-29,Pneumonia,19-35,8
2023-03-29,Pneumonia,nan,9
2023-03-29,Flu,19-35,10
2023-03-30,Cardiac Issues,19-35,7
2023-03-30,Cardiac Issues,19-35,12
2023-03-30,Infections,nan,14
2023-03-30,Flu,51-65,13
2023-03-30,Cardiac Issues,0-18,11
2023-03-30,Cardiac Issues,0-18,5
2023-03-31,Pneumonia,36-50,10
2023-03-31,Flu,0-18,6
2023-03-31,Infections,36-50,12
2023-03-31,Flu,nan,12
2023-03-31,Cardiac Issues,19-35,8
2023-03-31,Cardiac Issues,66+,12
2023-03-31,Diabetes,19-35,24
2023-03-31,Pneumonia,0-18,7
2023-03-31,Cardiac Issues,66+,9
2023-03-31,Cardiac Issues,19-35,5
2023-03-31,Pneumonia,nan,2
2023-03-31,Diabetes,36-50,18
2023-03-31,Diabetes,nan,20
2023-04-01,Cardiac Issues,36-50,13
2023-04-01,Diabetes,0-18,28
2023-04-01,Pneumonia,51-65,1
2023-04-01,Pneumonia,19-35,7
2023-04-01,Infections,51-65,10
2023-04-01,Diabetes,0-18,27
2023-04-01,Flu,nan,10
2023-04-01,Cardiac Issues,66+,8
2023-04-01,Infections,66+,9
2023-04-01,Diabetes,66+,25
2023-04-01,Pneumonia,19-35,11
2023-04-01,Flu,19-35,2
2023-04-01,Cardiac Issues,36-50,4
2023-04-01,Diabetes,51-65,11
2023-04-01,Cardiac Issues,nan,1
2023-04-01,Diabetes,nan,14
2023-04-01,Pneumonia,0-18,2
2023-04-01,Diabetes,nan,24
2023-04-02,Diabetes,19-35,21
2023-04-02,Cardiac Issues,36-50,7
2023-04-02,Cardiac Issues,36-50,7
2023-04-02,Cardiac Issues,66+,2
2023-04-02,Cardiac Issues,66+,7
2023-04-02,Infections,19-35,8
2023-04-03,Diabetes,51-65,17
2023-04-03,Cardiac Issues,0-18,12
2023-04-03,Flu,nan,4
2023-04-03,Infections,66+,6
2023-04-03,Infections,nan,9
2023-04-03,Cardiac Issues,nan,12
2023-04-04,Flu,nan,5
2023-04-04,Cardiac Issues,51-65,8
2023-04-04,Cardiac Issues,36-50,10
2023-04-04,Cardiac Issues,nan,2
2023-04-04,Flu,66+,2
2023-04-04,Cardiac Issues,66+,11
2023-04-04,Cardiac Issues,19-35,1
2023-04-04,Cardiac Issues,nan,10
2023-04-05,Cardiac Issues,nan,7
2023-04-05,Infections,0-18,3
2023-04-05,Flu,0-18,5
2023-04-05,Infections,51-65,9
2023-04-05,Cardiac Issues,66+,11
2023-04-05,Flu,66+,4
2023-04-05,Flu,36-50,4
2023-04-05,Flu,66+,6
2023-04-05,Flu,19-35,11
2023-04-05,Infections,66+,10
2023-04-05,Diabetes,66+,13
2023-04-05,Diabetes,nan,26
2023-04-06,Cardiac Issues,19-35,5
2023-04-06,Pneumonia,36-50,9
2023-04-06,Infections,0-18,5
2023-04-06,Cardiac Issues,0-18,3
2023-04-06,Cardiac Issues,nan,10
2023-04-06,Infections,51-65,12
2023-04-07,Cardiac Issues,19-35,5
2023-04-07,Flu,36-50,14
2023-04-07,Diabetes,51-65,22
2023-04-07,Infections,66+,1
2023-04-07,Infections,0-18,10
2023-04-08,Diabetes,0-18,20
2023-04-08,Infections,51-65,14
2023-04-08,Flu,66+,8
2023-04-08,Cardiac Issues,19-35,11
2023-04-08,Flu,19-35,10
2023-04-08,Infections,36-50,1
2023-04-08,Pneumonia,66+,14
2023-04-09,Cardiac Issues,nan,4
2023-04-09,Flu,51-65,11
2023-04-09,Diabetes,36-50,13
2023-04-09,Pneumonia,36-50,7
2023-04-09,Diabetes,19-35,10
2023-04-09,Pneumonia,51-65,8
2023-04-09,Diabetes,19-35,27
2023-04-09,Cardiac Issues,51-65,11
2023-04-09,Cardiac Issues,0-18,7
2023-04-09,Diabetes,36-50,17
2023-04-09,Flu,nan,8
2023-04-09,Cardiac Issues,36-50,6
2023-04-09,Diabetes,19-35,19
2023-04-09,Diabetes,19-35,24
2023-04-10,Infections,19-35,7
2023-04-10,Cardiac Issues,36-50,9
2023-04-10,Diabetes,0-18,25
2023-04-10,Cardiac Issues,36-50,1
2023-04-10,Infections,19-35,7
2023-04-10,Infections,66+,13
2023-04-10,Infections,19-35,4
2023-04-10,Flu,66+,13
2023-04-10,Flu,0-18,12
2023-04-10,Cardiac Issues,51-65,11
2023-04-10,Pneumonia,51-65,10
2023-04-10,Flu,51-65,6
2023-04-11,Infections,0-18,6
2023-04-11,Infections,36-50,5
2023-04-11,Cardiac Issues,66+,13
2023-04-11,Pneumonia,19-35,1
2023-04-11,Pneumonia,36-50,10
2023-04-11,Flu,51-65,11
2023-04-11,Diabetes,36-50,17
2023-04-11,Flu,19-35,4
2023-04-11,Diabetes,19-35,11
2023-04-11,Infections,66+,6
2023-04-11,Infections,51-65,6
2023-04-11,Diabetes,0-18,24
2023-04-11,Cardiac Issues,51-65,10
2023-04-12,Flu,nan,2
2023-04-12,Diabetes,66+,24
2023-04-12,Infections,51-65,8
2023-04-12,Cardiac Issues,nan,1
2023-04-12,Flu,51-65,1
2023-04-12,Pneumonia,0-18,8
2023-04-12,Infections,51-65,2
2023-04-12,Flu,66+,14
2023-04-13,Flu,66+,14
2023-04-13,Infections,66+,7
2023-04-13,Infections,36-50,4
2023-04-13,Infections,51-65,14
2023-04-13,Cardiac Issues,nan,11
2023-04-13,Pneumonia,19-35,13
2023-04-13,Diabetes,nan,18
2023-04-14,Pneumonia,nan,7
2023-04-14,Flu,51-65,8
2023-04-14,Diabetes,51-65,14
2023-04-14,Infections,nan,1
2023-04-14,Cardiac Issues,0-18,3
2023-04-14,Flu,66+,12
2023-04-14,Pneumonia,0-18,9
2023-04-14,Pneumonia,0-18,8
2023-04-14,Diabetes,nan,19
2023-04-14,Pneumonia,51-65,8
2023-04-14,Diabetes,19-35,29
2023-04-14,Diabetes,nan,21
2023-04-14,Pneumonia,0-18,11
2023-04-14,Pneumonia,36-50,12
2023-04-15,Flu,51-65,3
2023-04-15,Pneumonia,19-35,7
2023-04-15,Flu,36-50,12
2023-04-15,Infections,0-18,1
2023-04-15,Infections,19-35,6
2023-04-15,Pneumonia,19-35,13
2023-04-15,Diabetes,51-65,12
2023-04-15,Pneumonia,66+,14
2023-04-16,Diabetes,66+,25
2023-04-16,Cardiac Issues,nan,4
2023-04-16,Diabetes,66+,23
2023-04-16,Cardiac Issues,66+,9
2023-04-16,Diabetes,66+,24
2023-04-16,Flu,66+,12
2023-04-16,Pneumonia,19-35,3
2023-04-16,Flu,36-50,10
2023-04-16,Flu,66+,13
2023-04-16,Diabetes,nan,19
2023-04-16,Infections,0-18,6
2023-04-16,Infections,36-50,11
2023-04-16,Cardiac Issues,nan,11
2023-04-17,Diabetes,36-50,13
2023-04-17,Infections,nan,9
2023-04-17,Cardiac Issues,0-18,2
2023-04-17,Diabetes,19-35,20
2023-04-17,Pneumonia,nan,13
2023-04-17,Pneumonia,51-65,14
2023-04-17,Diabetes,0-18,16
2023-04-18,Infections,36-50,1
2023-04-18,Pneumonia,0-18,10
2023-04-18,Cardiac Issues,36-50,5
2023-04-18,Flu,66+,10
2023-04-18,Cardiac Issues,36-50,4
2023-04-18,Diabetes,66+,18
2023-04-18,Pneumonia,66+,11
2023-04-18,Cardiac Issues,36-50,2
2023-04-18,Infections,19-35,6
2023-04-18,Cardiac Issues,51-65,5
2023-04-18,Diabetes,66+,20
2023-04-18,Diabetes,51-65,23
2023-04-18,Diabetes,51-65,24
2023-04-18,Cardiac Issues,66+,13
2023-04-19,Infections,36-50,12
2023-04-19,Flu,51-65,5
2023-04-19,Pneumonia,51-65,6
2023-04-19,Infections,nan,3
2023-04-19,Infections,0-18,14
2023-04-19,Pneumonia,19-35,10
2023-04-19,Cardiac Issues,19-35,12
2023-04-19,Cardiac Issues,66+,9
2023-04-19,Cardiac Issues,0-18,11
2023-04-19,Infections,0-18,7
2023-04-19,Cardiac Issues,0-18,2
2023-04-19,Pneumonia,nan,10
2023-04-19,Diabetes,19-35,27
2023-04-20,Flu,0-18,10
2023-04-20,Flu,36-50,14
2023-04-20,Pneumonia,nan,10
2023-04-20,Diabetes,nan,28
2023-04-20,Pneumonia,19-35,1
2023-04-20,Pneumonia,nan,14
2023-04-20,Pneumonia,19-35,2
2023-04-20,Diabetes,36-50,17
2023-04-20,Diabetes,0-18,22
2023-04-21,Flu,nan,8
2023-04-21,Infections,19-35,14
2023-04-21,Pneumonia,66+,4
2023-04-21,Infections,66+,14
2023-04-21,Cardiac Issues,19-35,7
2023-04-21,Pneumonia,51-65,12
2023-04-22,Cardiac Issues,36-50,4
2023-04-22,Infections,nan,2
2023-04-22,Pneumonia,nan,9
2023-04-22,Diabetes,51-65,23
2023-04-22,Flu,0-18,12
2023-04-22,Cardiac Issues,19-35,11
2023-04-22,Pneumonia,51-65,11
2023-04-22,Flu,nan,13
2023-04-22,Flu,nan,2
2023-04-22,Diabetes,36-50,29
2023-04-22,Pneumonia,51-65,11
2023-04-22,Flu,51-65,11
2023-04-22,Cardiac Issues,19-35,12
2023-04-22,Pneumonia,0-18,9
2023-04-22,Cardiac Issues,51-65,6
2023-04-23,Cardiac Issues,51-65,10
2023-04-23,Flu,nan,6
2023-04-23,Flu,19-35,5
2023-04-23,Infections,66+,12
2023-04-23,Pneumonia,51-65,12
2023-04-23,Pneumonia,51-65,14
2023-04-23,Pneumonia,66+,13
2023-04-23,Diabetes,0-18,27
2023-04-23,Cardiac Issues,36-50,4
2023-04-23,Flu,19-35,13
2023-04-23,Diabetes,19-35,19
2023-04-24,Flu,19-35,9
2023-04-24,Flu,nan,10
2023-04-24,Infections,nan,14
2023-04-24,Pneumonia,66+,12
2023-04-24,Cardiac Issues,51-65,1
2023-04-24,Diabetes,36-50,20
2023-04-24,Infections,51-65,9
2023-04-24,Flu,66+,8
2023-04-24,Infections,nan,6
2023-04-24,Diabetes,66+,12
2023-04-24,Flu,nan,11
2023-04-24,Pneumonia,36-50,7
2023-04-24,Flu,19-35,12
2023-04-24,Pneumonia,66+,1
2023-04-25,Cardiac Issues,51-65,1
2023-04-25,Diabetes,nan,10
2023-04-25,Infections,36-50,10
2023-04-25,Diabetes,0-18,23
2023-04-25,Diabetes,19-35,25
2023-04-25,Flu,51-65,4
2023-04-25,Flu,0-18,14
2023-04-25,Flu,66+,1
2023-04-25,Cardiac Issues,36-50,7
2023-04-26,Pneumonia,51-65,2
2023-04-26,Flu,51-65,9
2023-04-26,Diabetes,nan,22
2023-04-26,Infections,66+,7
2023-04-26,Pneumonia,51-65,10
2023-04-26,Diabetes,0-18,14
2023-04-26,Infections,51-65,10
2023-04-26,Pneumonia,36-50,13
2023-04-26,Infections,19-35,13
2023-04-26,Pneumonia,36-50,12
2023-04-26,Diabetes,36-50,14
2023-04-26,Flu,66+,8
2023-04-26,Pneumonia,nan,8
2023-04-26,Flu,36-50,4
2023-04-26,Diabetes,66+,13
2023-04-26,Infections,19-35,2
2023-04-26,Cardiac Issues,nan,10
2023-04-26,Infections,51-65,10
2023-04-27,Infections,19-35,12
2023-04-27,Diabetes,nan,21
2023-04-27,Diabetes,0-18,16
2023-04-27,Diabetes,0-18,29
2023-04-27,Diabetes,66+,13
2023-04-27,Pneumonia,51-65,8
2023-04-27,Cardiac Issues,66+,5
2023-04-27,Diabetes,36-50,24
2023-04-27,Diabetes,19-35,16
2023-04-27,Infections,nan,3
2023-04-27,Flu,nan,11
2023-04-27,Pneumonia,36-50,14
2023-04-27,Flu,19-35,10
2023-04-27,Flu,51-65,11
2023-04-28,Pneumonia,nan,11
2023-04-28,Flu,66+,9
2023-04-28,Cardiac Issues,19-35,7
2023-04-28,Cardiac Issues,66+,10
2023-04-28,Infections,51-65,6
2023-04-28,Flu,51-65,3
2023-04-28,Diabetes,0-18,19
2023-04-28,Infections,19-35,6
2023-04-28,Diabetes,36-50,21
2023-04-28,Flu,0-18,11
2023-04-28,Pneumonia,0-18,9
2023-04-28,Cardiac Issues,19-35,12
2023-04-28,Infections,36-50,10
2023-04-28,Infections,36-50,12
2023-04-28,Diabetes,19-35,11
2023-04-28,Diabetes,51-65,20
2023-04-28,Pneumonia,66+,12
2023-04-28,Infections,19-35,7
2023-04-29,Flu,51-65,14
2023-04-29,Pneumonia,19-35,4
2023-04-29,Flu,0-18,9
2023-04-29,Flu,36-50,12
2023-04-29,Diabetes,51-65,24
2023-04-29,Flu,0-18,6
2023-04-30,Pneumonia,36-50,14
2023-04-30,Diabetes,36-50,15
2023-04-30,Diabetes,0-18,24
2023-04-30,Flu,51-65,13
2023-04-30,Flu,19-35,14
2023-04-30,Flu,19-35,3
2023-04-30,Flu,nan,1
2023-04-30,Cardiac Issues,nan,2
2023-04-30,Infections,nan,7
2023-04-30,Pneumonia,51-65,4
2023-04-30,Diabetes,nan,15
2023-04-30,Flu,nan,12
2023-05-01,Flu,19-35,3
2023-05-01,Diabetes,66+,16
2023-05-01,Diabetes,51-65,12
2023-05-01,Flu,51-65,9
2023-05-01,Flu,36-50,12
2023-05-01,Cardiac Issues,36-50,13
2023-05-01,Cardiac Issues,66+,8
2023-05-01,Flu,nan,6
2023-05-01,Flu,19-35,14
2023-05-01,Pneumonia,0-18,4
2023-05-01,Pneumonia,36-50,14
2023-05-01,Pneumonia,nan,9
2023-05-01,Diabetes,0-18,17
2023-05-01,Diabetes,nan,20
2023-05-02,Flu,nan,12
2023-05-02,Pneumonia,51-65,12
2023-05-02,Diabetes,nan,11
2023-05-02,Diabetes,nan,25
2023-05-02,Cardiac Issues,0-18,5
2023-05-02,Diabetes,36-50,15
2023-05-02,Cardiac Issues,0-18,9
2023-05-02,Infections,66+,13
2023-05-02,Pneumonia,19-35,11
2023-05-02,Flu,51-65,1
2023-05-02,Pneumonia,36-50,12
2023-05-02,Infections,66+,10
2023-05-02,Cardiac Issues,nan,1
2023-05-02,Pneumonia,nan,6
2023-05-02,Flu,51-65,9
2023-05-03,Cardiac Issues,19-35,1
2023-05-03,Cardiac Issues,36-50,9
2023-05-03,Infections,nan,5
2023-05-03,Diabetes,36-50,19
2023-05-03,Pneumonia,36-50,5
2023-05-03,Cardiac Issues,51-65,3
2023-05-03,Flu,66+,1
2023-05-03,Flu,36-50,6
2023-05-03,Cardiac Issues,nan,2
2023-05-03,Flu,36-50,10
2023-05-03,Flu,19-35,13
2023-05-03,Diabetes,0-18,12
2023-05-03,Infections,19-35,4
2023-05-03,Flu,51-65,8
2023-05-03,Infections,51-65,1
2023-05-03,Infections,19-35,9
2023-05-04,Flu,66+,12
2023-05-04,Pneumonia,nan,3
2023-05-04,Pneumonia,0-18,3
2023-05-04,Infections,nan,7
2023-05-04,Diabetes,51-65,10
2023-05-04,Pneumonia,36-50,5
2023-05-04,Flu,0-18,11
2023-05-04,Infections,19-35,7
2023-05-05,Infections,51-65,6
2023-05-05,Pneumonia,51-65,5
2023-05-05,Flu,66+,9
2023-05-05,Infections,51-65,14
2023-05-05,Diabetes,nan,16
2023-05-05,Infections,0-18,13
2023-05-05,Flu,51-65,3
2023-05-05,Pneumonia,51-65,13
2023-05-05,Infections,0-18,2
2023-05-05,Diabetes,19-35,29
2023-05-05,Flu,nan,1
2023-05-05,Flu,36-50,10
2023-05-05,Cardiac Issues,0-18,14
2023-05-05,Diabetes,19-35,21
2023-05-06,Pneumonia,51-65,1
2023-05-06,Cardiac Issues,51-65,7
2023-05-06,Infections,0-18,5
2023-05-06,Cardiac Issues,66+,6
2023-05-06,Diabetes,nan,15
2023-05-06,Diabetes,0-18,28
2023-05-06,Cardiac Issues,19-35,7
2023-05-06,Pneumonia,51-65,6
2023-05-06,Infections,nan,6
2023-05-06,Infections,0-18,11
2023-05-06,Diabetes,66+,27
2023-05-06,Diabetes,0-18,22
2023-05-06,Flu,nan,10
2023-05-06,Pneumonia,66+,9
2023-05-06,Pneumonia,0-18,12
2023-05-06,Cardiac Issues,36-50,11
2023-05-06,Pneumonia,66+,3
2023-05-07,Infections,36-50,8
2023-05-07,Diabetes,36-50,14
2023-05-07,Pneumonia,nan,4
2023-05-07,Infections,0-18,3
2023-05-07,Diabetes,19-35,24
2023-05-07,Flu,36-50,4
2023-05-07,Infections,36-50,12
2023-05-07,Cardiac Issues,nan,4
2023-05-07,Infections,36-50,7
2023-05-07,Diabetes,0-18,27
2023-05-08,Diabetes,51-65,28
2023-05-08,Pneumonia,nan,3
2023-05-08,Diabetes,nan,21
2023-05-08,Pneumonia,0-18,3
2023-05-08,Flu,nan,12
2023-05-08,Diabetes,66+,14
2023-05-08,Pneumonia,nan,1
2023-05-08,Infections,66+,10
2023-05-08,Pneumonia,0-18,11
2023-05-08,Pneumonia,66+,9
2023-05-08,Cardiac Issues,nan,9
2023-05-08,Infections,36-50,3
2023-05-08,Pneumonia,51-65,5
2023-05-08,Diabetes,66+,18
2023-05-08,Diabetes,nan,25
2023-05-08,Cardiac Issues,19-35,7
2023-05-08,Infections,19-35,13
2023-05-08,Cardiac Issues,36-50,11
2023-05-09,Cardiac Issues,nan,10
2023-05-09,Flu,51-65,10
2023-05-09,Diabetes,0-18,14
2023-05-09,Flu,0-18,8
2023-05-09,Infections,51-65,7
2023-05-09,Cardiac Issues,66+,5
2023-05-09,Flu,66+,10
2023-05-10,Cardiac Issues,0-18,12
2023-05-10,Diabetes,51-65,29
2023-05-10,Diabetes,0-18,27
2023-05-10,Diabetes,19-35,12
2023-05-10,Pneumonia,66+,12
2023-05-10,Infections,66+,4
2023-05-10,Flu,nan,10
2023-05-10,Cardiac Issues,nan,6
2023-05-10,Flu,36-50,6
2023-05-10,Diabetes,19-35,15
2023-05-10,Flu,51-65,1
2023-05-10,Infections,nan,2
2023-05-10,Pneumonia,51-65,12
2023-05-10,Diabetes,19-35,14
2023-05-10,Pneumonia,51-65,11
2023-05-10,Infections,19-35,3
2023-05-10,Infections,19-35,7
2023-05-10,Diabetes,19-35,29
2023-05-10,Flu,36-50,14
2023-05-11,Diabetes,51-65,22
2023-05-11,Infections,36-50,13
2023-05-11,Diabetes,36-50,24
2023-05-11,Cardiac Issues,19-35,12
2023-05-11,Diabetes,66+,13
2023-05-11,Infections,51-65,6
2023-05-11,Pneumonia,51-65,2
2023-05-11,Diabetes,51-65,18
2023-05-11,Diabetes,19-35,20
2023-05-11,Pneumonia,nan,4
2023-05-11,Infections,0-18,5
2023-05-11,Flu,0-18,8
2023-05-11,Infections,nan,12
2023-05-11,Pneumonia,66+,11
2023-05-11,Flu,19-35,7
2023-05-11,Cardiac Issues,19-35,12
2023-05-11,Cardiac Issues,nan,14
2023-05-11,Infections,19-35,7
2023-05-11,Infections,66+,6
2023-05-12,Pneumonia,0-18,1
2023-05-12,Cardiac Issues,36-50,3
2023-05-12,Flu,66+,6
2023-05-12,Diabetes,51-65,15
2023-05-12,Pneumonia,0-18,2
2023-05-12,Diabetes,19-35,10
2023-05-13,Flu,51-65,1
2023-05-13,Cardiac Issues,36-50,7
2023-05-13,Flu,36-50,9
2023-05-13,Diabetes,36-50,22
2023-05-13,Diabetes,36-50,17
2023-05-14,Pneumonia,66+,7
2023-05-14,Infections,0-18,13
2023-05-14,Infections,66+,14
2023-05-14,Cardiac Issues,nan,5
2023-05-14,Pneumonia,nan,3
2023-05-15,Cardiac Issues,51-65,5
2023-05-15,Pneumonia,19-35,4
2023-05-15,Pneumonia,36-50,9
2023-05-15,Cardiac Issues,nan,1
2023-05-15,Pneumonia,66+,7
2023-05-15,Flu,36-50,3
2023-05-15,Cardiac Issues,nan,11
2023-05-15,Diabetes,19-35,14
2023-05-15,Diabetes,19-35,23
2023-05-15,Flu,51-65,14
2023-05-15,Diabetes,51-65,29
2023-05-16,Cardiac Issues,51-65,2
2023-05-16,Cardiac Issues,0-18,13
2023-05-16,Flu,66+,2
2023-05-16,Infections,nan,4
2023-05-16,Cardiac Issues,nan,11
2023-05-17,Cardiac Issues,0-18,4
2023-05-17,Diabetes,36-50,16
2023-05-17,Infections,19-35,7
2023-05-17,Infections,0-18,12
2023-05-17,Diabetes,0-18,14
2023-05-17,Flu,51-65,13
2023-05-17,Flu,0-18,1
2023-05-17,Pneumonia,0-18,7
2023-05-17,Cardiac Issues,36-50,9
2023-05-17,Diabetes,36-50,14
2023-05-17,Infections,51-65,13
2023-05-17,Diabetes,66+,18
2023-05-17,Infections,0-18,13
2023-05-17,Infections,66+,9
2023-05-17,Infections,66+,14
2023-05-17,Pneumonia,0-18,14
2023-05-18,Diabetes,19-35,15
2023-05-18,Infections,36-50,11
2023-05-18,Infections,nan,7
2023-05-18,Infections,19-35,9
2023-05-18,Pneumonia,0-18,11
2023-05-18,Diabetes,66+,20
2023-05-18,Pneumonia,nan,1
2023-05-18,Infections,nan,9
2023-05-18,Flu,0-18,14
2023-05-18,Cardiac Issues,66+,4
2023-05-18,Pneumonia,0-18,5
2023-05-18,Pneumonia,66+,14
2023-05-18,Pneumonia,66+,12
2023-05-18,Infections,66+,9
2023-05-18,Flu,0-18,6
2023-05-19,Infections,51-65,2
2023-05-19,Flu,36-50,13
2023-05-19,Diabetes,51-65,18
2023-05-19,Flu,nan,11
2023-05-19,Cardiac Issues,0-18,2
2023-05-19,Flu,0-18,12
2023-05-19,Flu,0-18,1
2023-05-19,Pneumonia,51-65,5
2023-05-19,Infections,66+,5
2023-05-19,Diabetes,0-18,17
2023-05-19,Flu,66+,10
2023-05-20,Diabetes,nan,19
2023-05-20,Pneumonia,51-65,2
2023-05-20,Flu,36-50,11
2023-05-20,Infections,66+,9
2023-05-20,Diabetes,0-18,19
2023-05-21,Flu,0-18,12
2023-05-21,Infections,0-18,2
2023-05-21,Pneumonia,36-50,5
2023-05-21,Pneumonia,51-65,6
2023-05-21,Infections,19-35,9
2023-05-21,Infections,19-35,8
2023-05-21,Flu,36-50,6
2023-05-21,Infections,66+,2
2023-05-21,Cardiac Issues,51-65,2
2023-05-21,Pneumonia,51-65,8
2023-05-22,Diabetes,nan,29
2023-05-22,Diabetes,0-18,18
2023-05-22,Diabetes,nan,12
2023-05-22,Cardiac Issues,51-65,14
2023-05-22,Flu,36-50,9
2023-05-22,Pneumonia,0-18,12
2023-05-22,Infections,51-65,10
2023-05-22,Flu,36-50,4
2023-05-23,Cardiac Issues,0-18,8
2023-05-23,Pneumonia,51-65,3
2023-05-23,Diabetes,nan,13
2023-05-23,Cardiac Issues,19-35,4
2023-05-23,Pneumonia,19-35,7
2023-05-23,Flu,nan,11
2023-05-23,Flu,66+,7
2023-05-23,Flu,51-65,12
2023-05-23,Diabetes,66+,11
2023-05-23,Diabetes,nan,10
2023-05-23,Pneumonia,0-18,1
2023-05-23,Diabetes,0-18,14
2023-05-23,Pneumonia,51-65,4
2023-05-23,Flu,0-18,11
2023-05-23,Cardiac Issues,51-65,7
2023-05-23,Diabetes,0-18,25
2023-05-23,Infections,66+,6
2023-05-23,Flu,36-50,8
2023-05-24,Infections,51-65,1
2023-05-24,Diabetes,36-50,14
2023-05-24,Diabetes,36-50,15
2023-05-24,Cardiac Issues,51-65,10
2023-05-24,Infections,36-50,12
2023-05-24,Flu,nan,7
2023-05-24,Infections,0-18,1
2023-05-24,Diabetes,nan,17
2023-05-24,Pneumonia,51-65,12
2023-05-24,Infections,51-65,8
2023-05-24,Infections,36-50,13
2023-05-24,Diabetes,36-50,11
2023-05-24,Diabetes,0-18,15
2023-05-24,Diabetes,0-18,16
2023-05-24,Pneumonia,51-65,6
2023-05-25,Flu,66+,7
2023-05-25,Diabetes,36-50,28
2023-05-25,Pneumonia,66+,3
2023-05-25,Cardiac Issues,51-65,3
2023-05-25,Flu,19-35,7
2023-05-25,Cardiac Issues,51-65,8
2023-05-25,Flu,nan,8
2023-05-25,Cardiac Issues,19-35,10
2023-05-25,Pneumonia,36-50,1
2023-05-25,Infections,nan,7
2023-05-25,Pneumonia,0-18,12
2023-05-25,Diabetes,0-18,13
2023-05-25,Diabetes,19-35,28
2023-05-25,Cardiac Issues,0-18,7
2023-05-26,Flu,nan,6
2023-05-26,Diabetes,19-35,25
2023-05-26,Cardiac Issues,nan,14
2023-05-26,Diabetes,36-50,20
2023-05-26,Cardiac Issues,nan,5
2023-05-26,Diabetes,36-50,20
2023-05-27,Cardiac Issues,19-35,12
2023-05-27,Diabetes,51-65,19
2023-05-27,Infections,66+,7
2023-05-27,Cardiac Issues,51-65,14
2023-05-27,Flu,nan,11
2023-05-27,Infections,66+,12
2023-05-28,Cardiac Issues,19-35,13
2023-05-28,Diabetes,66+,13
2023-05-28,Flu,19-35,3
2023-05-28,Diabetes,nan,16
2023-05-28,Flu,nan,14
2023-05-28,Flu,19-35,14
2023-05-28,Diabetes,36-50,12
2023-05-28,Cardiac Issues,66+,7
2023-05-28,Infections,51-65,7
2023-05-28,Cardiac Issues,0-18,6
2023-05-28,Cardiac Issues,51-65,11
2023-05-28,Pneumonia,36-50,8
2023-05-28,Flu,51-65,7
2023-05-28,Diabetes,0-18,21
2023-05-29,Diabetes,36-50,15
2023-05-29,Cardiac Issues,36-50,6
2023-05-29,Flu,0-18,6
2023-05-29,Infections,0-18,3
2023-05-29,Cardiac Issues,51-65,4
2023-05-29,Infections,36-50,8
2023-05-29,Infections,36-50,9
2023-05-30,Infections,19-35,6
2023-05-30,Cardiac Issues,0-18,10
2023-05-30,Flu,0-18,3
2023-05-30,Flu,66+,10
2023-05-30,Flu,nan,14
2023-05-30,Flu,51-65,12
2023-05-30,Infections,nan,12
2023-05-30,Flu,nan,9
2023-05-30,Pneumonia,nan,4
2023-05-30,Cardiac Issues,51-65,1
2023-05-30,Pneumonia,51-65,10
2023-05-30,Diabetes,66+,26
2023-05-30,Cardiac Issues,0-18,11
2023-05-30,Flu,51-65,12
2023-05-30,Infections,51-65,7
2023-05-30,Pneumonia,51-65,3
2023-05-31,Infections,nan,6
2023-05-31,Pneumonia,19-35,9
2023-05-31,Cardiac Issues,nan,12
2023-05-31,Diabetes,0-18,29
2023-05-31,Pneumonia,51-65,14
2023-05-31,Diabetes,19-35,20
2023-05-31,Cardiac Issues,19-35,2
2023-05-31,Infections,66+,12
2023-05-31,Diabetes,66+,16
2023-05-31,Diabetes,36-50,25
2023-06-01,Flu,66+,3
2023-06-01,Flu,19-35,7
2023-06-01,Cardiac Issues,0-18,24
2023-06-01,Flu,36-50,12
2023-06-01,Diabetes,0-18,7
2023-06-01,Flu,36-50,4
2023-06-01,Infections,0-18,5
2023-06-01,Infections,51-65,3
2023-06-01,Infections,36-50,8
2023-06-01,Flu,51-65,10
2023-06-01,Diabetes,19-35,6
2023-06-01,Flu,36-50,9
2023-06-01,Diabetes,19-35,6
2023-06-01,Pneumonia,51-65,12
2023-06-01,Flu,66+,2
2023-06-02,Flu,66+,7
2023-06-02,Cardiac Issues,51-65,14
2023-06-02,Cardiac Issues,nan,24
2023-06-02,Cardiac Issues,0-18,11
2023-06-02,Diabetes,66+,14
2023-06-02,Cardiac Issues,nan,19
2023-06-02,Cardiac Issues,51-65,24
2023-06-02,Diabetes,nan,9
2023-06-02,Diabetes,51-65,4
2023-06-02,Pneumonia,66+,8
2023-06-02,Infections,nan,4
2023-06-02,Infections,nan,4
2023-06-02,Infections,66+,6
2023-06-02,Cardiac Issues,nan,19
2023-06-02,Cardiac Issues,36-50,22
2023-06-02,Flu,0-18,10
2023-06-03,Infections,19-35,3
2023-06-03,Infections,36-50,10
2023-06-03,Flu,19-35,14
2023-06-03,Infections,66+,4
2023-06-03,Flu,66+,1
